transaction_amount,hour_of_day,day_of_week,transaction_count_24h,avg_transaction_amount_30d,deviation_from_avg,unique_recipients_24h,is_new_recipient,is_anomaly
85225.28,5,4,3,54939.44,0.5512,1,0,0
13995.82,18,5,1,11512.26,0.2157,0,0,0
37851.06,1,2,3,12949.18,1.9229,0,0,0
292651.97,1,0,6,99140.72,1.9519,1,0,0
66437.38,3,3,3,135950.26,-0.5113,1,0,0
389659.06,14,3,5,54879.87,6.1001,1,0,0
361093.01,7,6,2,176266.57,1.0486,1,0,0
209150.5,21,3,5,4601.29,44.4451,0,0,0
13786.7,22,5,2,6158.87,1.2383,2,0,0
5055.95,18,2,2,57570.3,-0.9122,0,0,0
47069.58,10,6,2,130432.97,-0.6391,0,0,0
393786.1,2,3,2,291361.02,0.3515,3,0,0
72129.12,12,2,2,31830.28,1.266,2,0,0
13991.11,13,6,4,52758.2,-0.7348,4,0,0
8254.55,16,5,5,209724.01,-0.9606,1,1,0
376840.43,16,5,0,134174.19,1.8086,1,0,0
485308.86,19,3,7,164825.45,1.9444,1,0,0
72470.44,21,2,3,100184.05,-0.2766,2,0,0
311144.15,13,5,3,8222.91,36.8342,1,1,0
24255.71,16,2,3,147263.58,-0.8353,2,0,0
1528736.62,9,3,3,235957.56,5.4788,0,0,0
541738.27,20,6,1,15425.85,34.1166,4,0,0
50208.86,21,3,3,68409.7,-0.2661,3,0,0
628067.23,17,5,4,117317.77,4.3535,0,1,0
89403.54,0,5,2,79436.01,0.1255,2,0,0
10014.46,0,3,5,305644.41,-0.9672,0,1,0
59423.34,10,0,4,22846.46,1.6009,3,0,0
17303.69,21,2,0,40218.82,-0.5697,3,0,0
51367.93,15,2,3,6850.57,6.4974,2,0,0
20254.02,11,3,4,707025.17,-0.9714,1,0,0
52250.32,10,5,2,30999.48,0.6855,1,0,0
238665.64,3,1,3,112842.97,1.115,0,0,0
6611.89,23,4,3,77785.12,-0.915,2,0,0
25049.13,4,6,2,66828.61,-0.6252,3,0,0
64140.12,7,0,3,11183.32,4.7349,0,0,0
7941.41,9,0,4,245322.56,-0.9676,0,0,0
21488.04,0,0,3,6023.7,2.5668,1,0,0
138643.7,15,2,0,6988.44,18.8363,3,0,0
37520.4,10,1,6,54638.92,-0.3133,1,0,0
5897.82,2,0,5,341716.94,-0.9827,1,1,0
232964.87,11,4,4,41038.5,4.6766,0,0,0
696885.22,1,5,3,140963.53,3.9437,0,0,0
127469.46,5,3,3,83814.64,0.5208,0,0,0
48656.96,0,0,1,162637.89,-0.7008,1,0,0
57853.89,14,2,0,248576.17,-0.7673,1,1,0
72775.79,8,1,3,17430.19,3.1751,3,0,0
34312.93,10,4,2,32745.91,0.0479,2,0,0
364202.74,11,2,3,47827.3,6.6148,1,0,0
379155.07,5,3,2,42805.14,7.8575,2,0,0
223210.62,8,2,2,19640.25,10.3644,2,1,0
73145.13,10,0,1,202409.95,-0.6386,0,0,0
47915.24,22,2,7,83324.65,-0.425,1,0,0
338096.92,0,4,3,37062.6,8.1221,2,0,1
150916.47,14,5,1,430311.28,-0.6493,2,0,0
108732.65,14,0,4,34775.28,2.1267,4,0,0
10259.31,16,3,5,86788.15,-0.8818,1,0,0
354.73,22,0,1,78580.0,-0.9955,0,0,0
23030.35,12,1,1,13172.0,0.7484,0,1,0
244156.6,15,5,3,23582.78,9.3528,0,0,0
4727.16,12,3,3,66888.1,-0.9293,4,0,0
21306.02,0,6,5,30354.43,-0.2981,0,0,0
29429.16,6,0,1,397700.45,-0.926,0,0,0
341206.25,15,1,3,32365.01,9.5421,0,0,0
12508.65,6,6,1,85690.9,-0.854,1,0,0
420223.81,8,2,2,23015.54,17.2575,0,0,0
1517295.41,8,4,2,132176.1,10.4793,2,0,0
4628.2,15,2,1,106374.28,-0.9565,3,0,0
39538.81,16,5,0,67853.42,-0.4173,0,0,0
107344.7,15,5,2,10315.8,9.4049,3,1,0
35878.8,2,4,3,46904.58,-0.2351,2,0,0
12908.54,6,1,4,215710.82,-0.9402,3,0,0
207391.88,12,0,6,79880.37,1.5963,1,0,0
541514.36,7,4,3,131854.48,3.1069,0,0,0
16683.56,17,5,3,216214.76,-0.9228,1,0,0
123697.56,12,5,2,219785.77,-0.4372,0,0,0
199509.55,2,2,1,20282.38,8.8362,3,0,0
9163.04,8,3,2,30888.52,-0.7033,2,0,0
12486.41,2,2,2,445082.43,-0.9719,1,0,0
205231.95,9,3,4,239175.68,-0.1419,1,0,0
63009.0,21,3,5,144999.71,-0.5655,1,0,0
512195.25,2,6,4,95020.0,4.3903,0,0,1
125403.13,21,3,2,29665.86,3.2271,2,1,0
176878.8,0,1,1,81574.85,1.1683,3,1,0
11198.65,16,3,5,182802.53,-0.9387,2,1,0
32821.41,20,6,4,15759.08,1.0826,0,0,0
53737.72,7,5,2,130617.02,-0.5886,1,0,0
73073.57,21,0,4,83766.45,-0.1276,2,0,0
62693.17,18,2,1,200929.41,-0.688,3,1,0
202457.57,8,2,4,159140.38,0.2722,0,1,0
245153.96,21,3,5,280362.18,-0.1256,4,0,0
48317.31,22,2,4,26108.61,0.8506,0,0,0
33704.58,1,6,6,28757.79,0.172,0,0,0
118255.71,19,1,4,58779.06,1.0119,3,0,0
40285.87,12,2,3,19323.01,1.0848,0,1,0
91425.47,14,6,1,80385.61,0.1373,3,0,0
2757165.1,17,1,5,129673.82,20.2622,0,0,0
97987.44,17,4,5,96870.82,0.0115,1,0,0
22483.44,9,4,3,16828.33,0.336,1,1,0
3043295.26,8,5,1,10123.9,299.5754,0,0,0
2229.81,11,4,5,29000.62,-0.9231,3,1,0
46531.93,23,4,0,15906.28,1.9253,0,1,0
164268.91,23,6,3,5756.17,27.5331,1,0,0
101330.5,0,2,3,156272.28,-0.3516,3,0,0
39626.32,19,0,2,97610.35,-0.594,2,0,0
107928.03,5,2,4,156338.24,-0.3096,4,0,0
27841.46,13,6,5,100239.21,-0.7222,2,0,0
10650.79,12,0,3,451319.33,-0.9764,1,0,0
15937.91,0,5,1,202069.75,-0.9211,0,0,0
73746.69,21,0,6,116411.88,-0.3665,1,0,0
25801.18,8,4,6,35101.03,-0.2649,3,0,0
2733.7,2,6,3,46769.74,-0.9415,1,0,0
38266.79,19,5,3,23714.55,0.6136,1,1,0
74020.19,13,4,2,98613.24,-0.2494,3,0,0
118002.93,18,0,7,97176.86,0.2143,1,0,0
45165.16,10,2,2,87846.58,-0.4859,1,1,0
115513.69,7,1,2,12117.84,8.5318,3,0,0
182999.2,12,1,2,15699.95,10.6554,0,0,0
41593.7,4,1,3,98660.48,-0.5784,2,0,0
8505.03,12,1,4,68112.68,-0.8751,0,1,0
47157.04,21,5,1,23728.67,0.9873,2,0,0
35455.82,7,4,7,132598.73,-0.7326,2,0,0
100780.86,4,5,2,139435.72,-0.2772,2,0,0
31984.64,13,5,2,83412.81,-0.6165,2,0,0
324346.41,8,4,4,29161.43,10.1221,0,0,0
22642.83,15,1,3,29354.1,-0.2286,1,0,0
213500.59,18,3,3,73859.7,1.8906,3,1,0
39528.41,22,4,2,37380.11,0.0575,0,1,0
7307.12,20,3,1,305120.4,-0.976,1,1,0
566761.45,19,6,1,47065.31,11.0418,2,0,0
84314.19,20,3,5,25757.12,2.2733,0,0,0
35171.82,9,1,2,49369.99,-0.2876,3,0,0
36114.01,19,5,2,34284.87,0.0533,1,0,0
89960.64,20,4,5,94481.37,-0.0478,2,0,0
5444.06,21,2,8,137609.0,-0.9604,1,1,0
31975.99,2,2,3,65648.93,-0.5129,1,0,0
669572.07,3,2,5,29731.98,21.5195,2,0,0
59199.34,23,5,2,75833.07,-0.2193,1,0,0
667296.25,19,0,1,14343.77,45.5185,1,0,0
80964.56,3,1,5,93372.94,-0.1329,0,0,0
8298.64,15,0,4,136535.62,-0.9392,1,0,0
315986.69,7,3,2,64638.69,3.8884,0,0,0
20636.93,3,3,4,65459.28,-0.6847,3,0,0
168475.86,7,2,6,23549.81,6.1538,0,0,0
304071.16,14,3,4,300061.89,0.0134,1,1,0
9218.71,3,3,4,53008.95,-0.8261,2,0,0
112082.11,19,1,9,329991.26,-0.6603,3,0,0
319323.69,0,5,5,44622.4,6.156,1,1,0
145128.45,18,6,4,14366.26,9.1014,2,0,0
6192.15,5,6,3,186292.72,-0.9668,0,0,0
6008.62,16,2,4,57066.47,-0.8947,5,0,0
24456.91,20,4,2,132682.87,-0.8157,1,1,0
292459.12,20,5,4,66667.63,3.3868,3,0,0
114416.54,23,2,3,3959.38,27.8905,2,1,1
5283.32,19,2,3,55410.66,-0.9046,0,0,0
3310.91,8,0,3,268839.02,-0.9877,3,0,0
50514.36,18,5,3,25970.94,0.945,1,1,0
39938.98,15,0,2,101145.45,-0.6051,2,0,0
32540.77,5,0,2,13163.18,1.472,1,1,0
654289.1,17,1,1,202160.59,2.2365,1,0,0
36712.03,0,2,5,31578.28,0.1626,1,0,0
47564.54,9,6,5,128821.44,-0.6308,1,0,0
10262.03,10,6,2,85663.16,-0.8802,0,0,0
81274.3,13,3,2,108346.27,-0.2499,1,0,0
36502.24,20,5,2,280035.5,-0.8696,1,1,0
12147.38,11,0,1,169593.82,-0.9284,2,1,0
155322.2,9,2,3,82972.94,0.872,3,0,0
90648.09,18,1,3,99947.24,-0.093,2,0,0
43311.39,20,6,2,121007.52,-0.6421,1,0,0
172932.88,19,3,5,11240.55,14.3835,1,0,0
25226.11,14,6,2,288332.26,-0.9125,2,0,0
58612.98,15,2,0,114136.28,-0.4865,0,0,0
23499.17,22,6,3,65173.05,-0.6394,1,0,0
41194.68,11,5,7,37096.14,0.1105,0,0,0
270903.91,21,6,6,91307.66,1.9669,2,0,0
18306.64,8,1,2,65928.71,-0.7223,1,0,0
124071.43,15,3,1,182368.4,-0.3197,0,0,0
407240.03,0,1,2,57655.85,6.0632,0,0,1
29905.53,22,0,5,17393.13,0.7193,2,0,0
5140.08,5,1,2,24195.19,-0.7875,2,0,0
58137.79,8,0,4,98220.69,-0.4081,3,0,0
10947.92,1,5,4,308192.68,-0.9645,0,1,0
80231.72,1,5,5,151509.92,-0.4704,2,0,0
118134.57,15,0,2,44867.26,1.6329,1,0,0
31687.92,16,2,2,100489.66,-0.6847,2,0,0
15383.1,11,5,3,113901.5,-0.8649,0,0,0
489039.12,0,3,3,14151.04,33.5562,0,1,1
14151.85,20,5,1,16719.08,-0.1535,2,0,0
53119.6,3,1,2,19002.39,1.7953,0,0,0
69198.8,16,5,5,60976.21,0.1348,0,0,0
283030.12,4,4,3,82943.99,2.4123,0,0,0
37688.49,1,6,4,75398.86,-0.5001,3,1,0
221301.57,10,4,2,174204.28,0.2704,1,0,0
11646.24,18,6,5,3915.22,1.9741,0,0,0
455202.0,8,2,0,44369.24,9.2592,2,0,0
93510.53,8,4,2,48360.09,0.9336,3,0,0
32180.5,17,6,4,532704.47,-0.9396,1,0,0
106641.45,6,2,2,122505.25,-0.1295,0,0,0
16884.68,3,4,3,39427.18,-0.5717,2,1,0
67689.37,15,6,3,236450.81,-0.7137,4,1,0
30835.57,0,6,5,127459.29,-0.7581,3,0,0
217319.46,7,0,1,54752.99,2.969,2,1,0
4964.23,13,4,2,19165.78,-0.7409,2,0,0
27078.82,22,3,0,273751.89,-0.9011,1,0,0
69966.46,4,3,2,133234.27,-0.4749,3,0,0
655795.25,6,0,2,20375.35,31.1842,0,0,0
116323.81,3,2,2,523450.67,-0.7778,0,1,0
29959.29,13,4,3,24798.14,0.2081,1,0,0
78934.82,13,6,2,46745.42,0.6886,2,0,0
42371.85,9,5,2,114124.65,-0.6287,0,0,0
1021244.98,12,4,3,7390.25,137.1696,2,0,0
8897.99,14,2,2,26157.02,-0.6598,0,1,0
5736.42,9,6,4,32278.86,-0.8223,2,0,0
29738.22,16,1,0,105654.69,-0.7185,2,0,0
22626.55,5,4,2,69839.58,-0.676,2,0,0
8014.23,12,1,3,47074.96,-0.8297,3,0,0
119388.36,4,2,3,7051.08,15.9297,2,0,1
2747.81,15,2,3,25264.69,-0.8912,0,0,0
70128.28,20,1,1,95397.2,-0.2649,3,0,0
2845.49,15,0,5,388621.45,-0.9927,0,0,0
78993.23,23,6,3,348187.51,-0.7731,1,0,0
357662.08,2,5,5,3910.49,90.4391,2,0,0
18379.03,3,1,2,252261.22,-0.9271,0,0,0
292813.26,13,1,3,226590.11,0.2923,1,0,0
201305.93,17,6,4,52304.99,2.8486,2,0,0
302901.2,21,4,3,209105.39,0.4486,1,0,0
200379.84,8,0,2,26637.37,6.5223,1,0,0
67005.2,4,4,3,66566.06,0.0066,1,1,0
324358.06,15,4,4,202514.02,0.6017,0,0,0
45609.77,5,6,3,81809.56,-0.4425,3,0,0
918994.58,17,4,4,38577.23,22.8216,2,0,0
65243.45,0,2,3,235273.75,-0.7227,2,0,0
23503.6,4,4,2,35458.86,-0.3371,1,0,0
389120.24,21,0,4,18499.54,20.033,2,0,0
177167.16,20,4,6,94730.62,0.8702,2,0,0
1400.29,9,4,3,94680.27,-0.9852,4,0,0
637402.68,9,4,0,124382.02,4.1245,4,0,0
62008.0,6,4,5,74471.85,-0.1674,0,0,0
76515.15,17,1,0,181072.06,-0.5774,3,0,0
453595.85,12,2,4,306301.0,0.4809,3,0,0
117495.38,23,6,4,199933.12,-0.4123,2,0,0
171794.06,4,2,1,97195.25,0.7675,1,0,0
412624.93,20,2,2,56444.42,6.3102,1,0,0
538535.36,2,4,1,46452.84,10.5929,2,0,1
54770.33,8,3,3,60302.66,-0.0917,1,0,0
99835.5,1,0,3,118448.65,-0.1571,4,0,0
90127.25,15,3,1,74278.45,0.2134,2,0,0
141090.98,9,0,2,8515.53,15.5668,1,0,0
95766.68,17,0,3,79413.46,0.2059,1,0,0
97079.29,12,1,7,47685.64,1.0358,2,0,0
22296.77,22,1,2,84930.39,-0.7375,2,0,0
20600.52,3,6,1,152012.53,-0.8645,0,0,0
924597.95,1,6,2,196507.71,3.7051,1,0,1
308314.67,21,3,1,6023.59,50.1762,4,0,0
75987.99,4,3,2,69730.3,0.0897,3,0,0
185050.79,1,5,9,8927.57,19.7258,0,0,1
226150.72,12,3,3,6452.67,34.0423,3,0,0
25457.59,8,0,2,47305.58,-0.4618,0,0,0
97815.09,16,4,6,84105.27,0.163,0,0,0
24932.72,8,3,3,252770.62,-0.9014,1,0,0
25775.82,22,1,0,10575.63,1.4371,0,0,0
145945.21,1,1,2,13164.84,10.0852,2,0,1
9967.41,10,3,3,14253.27,-0.3007,0,0,0
742257.24,11,2,2,10404.31,70.3346,2,1,0
616239.08,8,4,4,62661.8,8.8342,2,0,0
10096.69,13,3,3,133400.57,-0.9243,0,0,0
65448.73,22,3,2,144786.91,-0.548,4,0,0
259952.17,1,2,6,30185.2,7.6117,2,1,1
168788.14,10,1,4,39771.43,3.2439,1,0,0
4599.21,4,1,5,88498.82,-0.948,2,1,0
137073.53,10,0,2,212480.33,-0.3549,1,0,0
522163.61,23,5,1,184398.59,1.8317,4,1,0
5906.14,22,3,3,39930.42,-0.8521,0,0,0
11300.65,3,1,3,88591.55,-0.8724,0,0,0
8084.43,23,1,5,16548.18,-0.5114,1,0,0
5654.59,4,1,5,48992.28,-0.8846,4,0,0
31007.09,4,4,3,12914.98,1.4008,3,0,0
35877.88,6,6,3,62283.29,-0.4239,1,1,0
15778.32,7,0,1,28228.98,-0.441,0,0,0
20494.6,15,2,2,23984.38,-0.1455,1,0,0
5252.15,21,1,4,97985.35,-0.9464,3,0,0
133877.26,4,1,4,12424.71,9.7743,0,0,0
249490.47,18,3,6,112726.79,1.2132,3,0,0
62608.72,16,6,1,38053.7,0.6453,2,0,0
160086.91,12,2,2,381679.11,-0.5806,2,0,0
117179.2,4,5,3,831138.96,-0.859,0,1,0
18075.59,21,2,3,8371.53,1.159,5,0,0
69530.49,3,4,7,25636.78,1.7121,1,0,0
1218439.26,9,4,1,31298.54,37.9284,1,0,0
706231.98,12,5,1,57029.85,11.3834,1,0,0
5096.98,7,3,3,141555.03,-0.964,0,0,0
31190.93,0,1,2,35019.62,-0.1093,1,1,0
18882.0,16,3,6,89088.01,-0.788,1,0,0
38086.36,18,0,4,45350.51,-0.1602,0,0,0
321241.83,6,2,1,13191.26,23.3509,4,0,0
190124.64,22,1,1,53583.32,2.5482,2,0,0
108610.87,3,4,4,34245.34,2.1715,3,0,0
5508.92,12,4,2,55107.21,-0.9,2,1,0
3423.15,23,4,2,89522.49,-0.9618,1,0,0
788792.34,3,2,4,60074.63,12.13,2,0,1
4863.47,16,1,3,130803.82,-0.9628,1,0,0
530395.11,19,3,2,99464.65,4.3325,0,0,0
4957.11,13,4,5,43354.69,-0.8856,3,0,0
130347.59,0,1,4,604308.26,-0.7843,0,0,0
72701.82,20,6,1,258066.24,-0.7183,4,0,0
69485.6,6,0,4,50534.21,0.375,1,0,0
21244.25,23,6,1,20712.72,0.0257,3,1,0
50538.41,12,5,3,21176.3,1.3865,2,0,0
2166194.77,10,5,4,83907.5,24.8162,1,0,0
103102.48,20,0,2,16895.32,5.1021,1,0,0
25369.76,19,0,2,92524.27,-0.7258,0,0,0
151607.54,1,4,2,27428.73,4.5272,1,0,1
39101.18,9,6,0,78649.11,-0.5028,5,0,0
18531.73,16,3,5,87917.41,-0.7892,0,0,0
54256.45,13,5,4,84811.79,-0.3603,4,0,0
592756.78,11,3,1,63721.75,8.3021,3,0,0
68361.87,18,0,4,282547.78,-0.758,1,0,0
86919.0,5,6,3,21336.95,3.0735,3,0,0
574598.04,15,2,3,46209.38,11.4344,3,0,0
32240.9,2,2,5,23193.1,0.3901,1,0,0
2939.01,21,4,4,10020.51,-0.7066,2,0,0
37553.2,12,3,4,34806.29,0.0789,1,0,0
15679.1,7,1,4,92402.82,-0.8303,0,0,0
12723.12,10,5,3,23218.09,-0.452,2,0,0
26338.14,17,4,1,7190.48,2.6625,2,0,0
4218.49,18,2,3,15539.72,-0.7285,4,0,0
93643.99,4,5,1,31802.94,1.9444,0,0,0
34794.32,13,6,4,177821.12,-0.8043,2,0,0
205002.03,20,0,4,110637.36,0.8529,3,1,0
333558.99,19,2,1,32567.86,9.2417,0,0,0
38534.39,21,2,3,34011.36,0.133,2,1,0
103591.55,4,1,2,81522.35,0.2707,1,0,0
200946.22,9,4,1,127458.81,0.5766,2,0,0
18198.08,12,5,2,304233.05,-0.9402,0,0,0
626167.94,1,0,5,31645.21,18.7865,3,0,1
75926.15,6,6,1,187604.52,-0.5953,4,0,0
19632.02,8,3,1,98630.62,-0.8009,0,0,0
78103.91,19,2,4,13035.21,4.9914,1,0,0
130011.2,14,5,2,133368.16,-0.0252,2,0,0
26719.36,0,4,6,19749.99,0.3529,3,0,0
7391.03,13,1,7,88583.62,-0.9166,1,0,0
10291.67,13,2,1,66683.02,-0.8457,2,1,0
10917.18,17,1,6,58105.23,-0.8121,1,0,0
239243.52,21,1,0,118830.02,1.0133,1,1,0
72280.01,1,0,5,86446.81,-0.1639,2,0,0
49587.27,19,2,6,62966.16,-0.2125,3,0,0
16626.72,6,4,1,40744.98,-0.5919,3,0,0
26915.9,13,0,1,54473.27,-0.5059,3,0,0
1524368.99,13,2,4,308869.56,3.9353,0,0,0
16930.75,23,1,3,112221.53,-0.8491,0,0,0
486296.47,12,2,0,108826.36,3.4685,1,0,0
194616.33,13,3,2,27723.97,6.0196,2,0,0
65336.25,22,5,2,500341.84,-0.8694,2,0,0
92847.87,20,3,2,167343.52,-0.4452,1,0,0
48527.79,12,2,6,10097.09,3.8057,3,0,0
38706.67,7,2,2,105290.23,-0.6324,1,0,0
319506.71,11,5,5,75326.34,3.2416,2,0,0
128447.33,11,1,3,29865.47,3.3008,1,1,0
739563.64,0,3,2,24384.02,29.3286,2,0,0
352512.73,19,6,2,32886.83,9.7187,1,1,0
42545.48,12,5,2,70497.66,-0.3965,3,0,0
92133.71,9,2,1,29652.93,2.107,2,0,0
52050.43,14,4,2,240726.78,-0.7838,1,0,0
27805.34,4,3,2,21849.34,0.2726,0,0,0
54730.2,22,6,2,310674.95,-0.8238,1,0,0
29454.41,1,2,5,48935.35,-0.3981,2,1,0
62578.37,12,1,8,104414.37,-0.4007,0,0,0
73265.12,4,4,5,13695.63,4.3492,0,0,1
74353.52,19,3,1,7516.49,8.8909,3,0,0
686309.57,0,5,0,55411.72,11.3854,3,1,1
58965.42,17,3,3,38946.49,0.514,2,1,0
1986567.6,4,0,6,10263.15,192.5444,0,0,0
41442.75,21,5,2,81551.74,-0.4918,2,0,0
32403.63,14,5,1,91724.5,-0.6467,0,0,0
569806.32,5,6,1,123126.18,3.6278,2,0,0
42752.63,7,6,5,46912.79,-0.0887,1,0,0
132216.22,12,6,3,25295.08,4.2268,3,0,0
5985.97,21,0,2,185933.75,-0.9678,0,0,0
1091410.7,18,3,8,31185.79,33.996,3,0,0
76681.55,13,6,1,255594.43,-0.7,2,0,0
49621.12,11,2,5,63132.41,-0.214,2,0,0
51243.71,1,3,2,19394.54,1.6421,2,0,0
3323.53,20,3,4,129662.49,-0.9744,0,1,0
104113.12,9,3,3,26204.85,2.9729,1,0,0
12268.66,17,4,3,169492.24,-0.9276,1,0,0
36709.09,9,5,1,18262.72,1.01,2,0,0
122894.93,6,1,1,72183.15,0.7025,0,0,0
22448.48,2,5,3,68986.43,-0.6746,1,0,0
45496.36,17,0,2,31215.23,0.4575,2,0,0
382465.91,16,2,6,78669.77,3.8616,2,1,0
26149.19,18,3,2,27283.09,-0.0416,2,0,0
34693.93,22,1,5,44112.0,-0.2135,1,0,0
108905.2,4,4,3,389531.61,-0.7204,3,0,0
44866.86,7,2,2,379747.54,-0.8818,4,0,0
16181.47,21,6,1,121956.14,-0.8673,2,0,0
23535.37,1,2,2,106878.16,-0.7798,1,0,0
2759.28,15,4,3,33634.22,-0.9179,2,0,0
12025.05,4,3,3,35718.47,-0.6633,2,0,0
152947.66,5,0,3,18016.68,7.4888,1,0,0
272268.96,4,4,3,168374.39,0.617,2,0,0
78111.17,17,0,3,254579.17,-0.6932,2,0,0
85558.35,7,1,7,36404.61,1.3502,4,0,0
129627.71,4,4,4,57641.14,1.2489,0,0,0
249855.87,3,4,1,25021.71,8.9852,2,0,1
10838.48,9,4,1,40893.23,-0.7349,2,0,0
188100.05,5,6,3,8634.83,20.7815,2,0,0
122990.21,22,0,7,32555.79,2.7777,1,0,0
4582900.12,17,5,1,276213.61,15.5918,0,0,0
62413.72,16,6,1,263399.73,-0.763,1,0,0
259963.76,1,5,5,12286.34,20.1571,1,0,0
469706.67,11,4,2,107283.88,3.3781,5,0,0
115880.79,6,0,1,51028.4,1.2709,3,0,0
93353.1,3,5,3,173432.22,-0.4617,1,0,0
41816.64,5,2,4,70387.36,-0.4059,1,0,0
11378.99,18,4,4,14082.32,-0.192,1,0,0
68598.96,16,6,2,27538.75,1.4909,0,0,0
5064.18,4,3,4,210491.18,-0.9759,0,0,0
10989.37,18,0,6,33746.67,-0.6743,2,0,0
61272.25,4,3,6,219020.35,-0.7202,1,0,0
72282.01,18,0,3,144305.69,-0.4991,2,0,0
1117883.53,13,5,5,28507.93,38.2117,0,1,0
62102.38,12,4,4,76542.92,-0.1887,1,0,0
46077.46,14,1,1,941317.96,-0.951,4,0,0
18350.05,20,5,5,49576.67,-0.6299,2,0,0
235089.77,0,2,2,63939.59,2.6767,0,0,0
85019.93,19,2,4,216887.55,-0.608,0,0,0
12078.24,20,5,3,29614.76,-0.5921,1,1,0
54363.18,2,4,1,61770.91,-0.1199,2,0,0
39363.26,10,0,4,56672.32,-0.3054,5,1,0
116778.69,4,1,1,55937.45,1.0876,3,0,0
5586.39,16,3,4,17261.48,-0.6763,2,0,0
11167.36,16,2,3,18812.94,-0.4064,1,0,0
18799.22,0,6,3,81119.97,-0.7682,1,0,0
39145.22,5,2,4,168709.08,-0.768,0,0,0
288546.32,2,6,3,46713.18,5.1769,3,0,1
6298.45,7,5,6,164949.04,-0.9618,0,0,0
5507.71,12,4,2,220730.78,-0.975,2,1,0
249661.06,8,6,3,21925.24,10.3865,1,0,0
87641.68,16,4,4,172379.18,-0.4916,1,1,0
14214.93,21,3,6,15170.06,-0.063,2,0,0
2926.84,21,4,4,60846.93,-0.9519,2,0,0
6612.71,14,3,2,112122.61,-0.941,3,0,0
2661.22,10,2,4,23050.85,-0.8845,1,0,0
659898.96,0,6,6,166395.77,2.9658,0,0,0
20145.4,8,0,2,139759.29,-0.8559,1,0,0
60644.39,7,6,1,26206.89,1.314,1,0,0
270417.78,13,4,4,54269.26,3.9828,3,0,0
43552.75,16,3,2,26275.9,0.6575,2,0,0
904478.99,21,2,2,463825.53,0.95,4,0,0
669267.57,3,1,1,60966.61,9.9774,2,0,1
108945.96,3,0,1,33396.65,2.2621,4,1,0
176860.88,16,6,5,37475.58,3.7193,3,1,0
998129.15,21,3,6,391692.93,1.5482,4,0,0
145565.64,11,6,0,46327.61,2.142,4,0,0
32566.14,4,4,0,90477.52,-0.6401,1,0,0
99048.73,11,1,3,18075.98,4.4793,1,0,1
255332.74,10,0,2,6231.6,39.9675,0,0,0
488949.61,3,0,1,17109.63,27.5758,0,0,0
232368.54,14,3,5,133641.9,0.7387,2,0,0
387829.68,9,5,3,13474.29,27.7809,1,0,0
44010.07,12,3,3,172650.73,-0.7451,3,0,0
149172.64,14,1,4,66529.86,1.2422,1,0,0
5251.85,4,3,3,30519.77,-0.8279,0,0,0
24401.41,18,0,4,47490.39,-0.4862,0,1,0
2330786.67,19,1,5,122208.76,18.072,0,0,0
183270.05,13,6,1,62649.1,1.9253,3,0,0
305008.92,22,1,2,34890.9,7.7416,2,0,0
59177.37,18,0,2,44520.3,0.3292,3,0,0
12822.87,7,5,4,336334.87,-0.9619,1,0,0
83179.81,22,4,5,7685.05,9.8223,1,0,0
372392.69,5,3,1,89301.03,3.17,2,0,0
84347.42,9,1,3,669762.28,-0.8741,1,0,0
111518.52,19,2,5,537827.0,-0.7926,1,0,0
256424.92,21,0,4,98667.86,1.5989,1,0,0
19860.99,16,4,4,63712.18,-0.6883,1,0,0
2102.25,13,1,4,49517.46,-0.9575,2,0,0
87102.7,3,3,1,12502.29,5.9665,1,0,1
28342.25,22,4,2,26247.39,0.0798,0,0,0
4807.95,5,0,2,6223.58,-0.2274,5,0,0
8653.64,8,1,4,153440.92,-0.9436,1,0,0
10161.47,16,2,4,32298.61,-0.6854,1,0,0
163655.22,19,6,4,92209.9,0.7748,2,0,0
27460.2,9,1,3,102963.15,-0.7333,2,0,0
550012.5,10,1,4,42478.12,11.9479,2,0,0
21109.9,19,1,5,140904.33,-0.8502,1,1,0
21965.54,13,5,2,191541.55,-0.8853,2,0,0
22179.56,13,0,3,64593.63,-0.6566,0,0,0
26523.52,3,5,0,53940.71,-0.5083,1,0,0
908016.38,8,5,6,256921.06,2.5342,0,0,0
233151.68,19,3,2,364646.27,-0.3606,1,0,0
173590.49,6,6,5,44317.91,2.9169,2,1,0
94191.96,10,4,7,17215.8,4.471,0,1,0
113474.9,19,1,2,22305.4,4.0871,2,0,0
13105.03,16,3,6,46322.53,-0.7171,1,0,0
566968.79,5,2,3,40481.31,13.0054,2,0,0
57736.55,13,5,3,60178.28,-0.0406,0,0,0
2344.55,7,0,5,14394.53,-0.8371,1,0,0
26015.19,12,2,3,98176.56,-0.735,1,0,0
526027.66,23,0,3,48227.79,9.9069,0,0,1
27694.66,14,2,2,164415.72,-0.8316,0,0,0
98926.91,17,3,2,13453.97,6.3525,2,0,0
52414.78,3,2,0,109935.17,-0.5232,0,0,0
13265.74,21,4,2,25819.08,-0.4862,2,0,0
23491.35,11,3,3,56976.65,-0.5877,1,0,0
26208.08,18,1,1,27353.04,-0.0419,0,0,0
357199.72,14,6,4,120692.6,1.9596,1,0,0
14084.45,16,4,2,96385.0,-0.8539,2,1,0
22546.46,6,0,6,24669.58,-0.0861,1,0,0
